ID,qualifier_count,thought_verbs_count,loud_verbs_count,neutral_verbs_count,quiet_verbs_count
id05446,2,1,0,0,0
id05447,1,3,0,0,0
id05449,0,0,0,1,0
id05450,0,0,0,0,0
id05451,0,0,0,0,0
id05453,0,0,0,0,0
id05456,1,1,0,0,0
id05457,1,1,0,0,0
id05460,0,0,0,0,0
id05462,0,1,0,0,0
id05463,1,0,0,0,0
id05464,0,0,0,0,0
id05466,1,0,0,0,0
id05467,2,0,0,0,0
id05469,0,0,0,1,0
id05470,0,0,0,0,0
id05471,0,1,0,0,0
id05473,0,0,0,1,0
id05474,0,1,0,0,0
id05475,0,1,0,0,0
id05476,0,0,0,0,0
id05477,0,0,0,0,0
id05478,0,0,0,0,0
id05479,0,0,0,0,0
id05480,0,0,0,0,0
id05481,0,0,0,0,0
id05482,1,0,0,0,0
id05483,0,1,0,0,0
id05485,0,0,0,1,0
id05486,0,0,0,0,0
id05487,1,0,0,0,0
id05489,0,0,0,0,0
id05490,0,0,0,0,0
id05492,2,0,0,0,0
id05493,1,0,0,0,0
id05494,0,0,0,0,0
id05495,0,0,0,0,0
id05496,1,0,0,0,0
id05498,0,1,0,0,0
id05499,0,0,0,0,0
id05500,0,0,0,0,0
id05502,0,0,0,0,0
id05503,0,0,0,0,0
id05504,1,0,0,0,0
id05506,0,0,0,0,0
id05508,0,0,0,0,0
id05509,1,1,0,0,0
id05510,0,1,0,0,0
id05511,0,0,0,0,0
id05512,1,0,0,0,0
id05514,0,0,0,0,0
id05515,0,0,0,1,0
id05516,0,0,1,0,1
id05517,0,0,0,0,0
id05518,0,0,0,1,0
id05519,0,0,0,0,0
id05520,2,0,0,0,0
id05522,1,0,0,0,0
id05524,0,1,0,0,0
id05525,0,0,1,0,0
id05526,0,0,0,0,0
id05528,1,2,0,0,0
id05531,0,1,0,0,1
id05533,2,0,0,0,0
id05536,2,0,0,1,0
id05537,0,0,0,0,0
id05538,0,1,0,0,0
id05539,0,0,0,0,0
id05541,2,1,0,0,0
id05542,0,0,0,0,0
id05543,1,0,0,0,0
id05549,0,1,0,0,0
id05552,0,0,0,1,0
id05554,0,0,0,0,0
id05555,0,1,0,0,0
id05556,0,0,0,0,1
id05557,0,0,0,0,0
id05558,0,0,0,0,0
id05560,0,0,0,0,0
id05561,0,0,0,0,0
id05563,0,1,0,1,0
id05564,0,0,0,0,0
id05568,1,0,0,0,0
id05569,0,1,0,1,0
id05570,0,1,0,0,0
id05571,0,0,0,0,0
id05572,1,0,0,0,0
id05573,2,0,0,0,0
id05574,0,1,0,0,0
id05577,0,0,0,0,0
id05578,0,0,0,0,0
id05579,0,0,0,0,0
id05581,0,0,0,0,0
id05582,0,0,0,0,0
id05583,0,0,0,0,0
id05587,0,0,0,0,0
id05588,0,1,0,0,0
id05590,0,1,0,0,0
id05591,0,0,0,0,0
id05593,0,0,0,0,0
id05594,0,0,0,0,0
id05597,0,0,0,0,0
id05598,1,1,0,0,0
id05600,2,0,0,0,0
id05604,0,0,0,0,0
id05605,2,0,0,1,0
id05606,2,0,0,0,0
id05608,0,0,0,0,0
id05610,0,1,0,2,1
id05611,0,0,0,0,0
id05613,0,0,0,1,0
id05615,0,0,0,0,0
id05616,1,0,0,0,0
id05617,0,0,0,0,0
id05618,2,1,0,0,0
id05619,0,0,0,1,0
id05620,0,0,0,0,0
id05622,0,0,0,0,0
id05623,0,0,0,0,0
id05625,2,1,0,0,0
id05626,1,2,0,1,0
id05628,0,0,0,0,0
id05630,1,0,0,0,0
id05631,0,0,0,0,0
id05632,0,0,0,0,0
id05633,0,0,0,0,0
id05635,0,0,0,0,0
id05636,0,0,0,0,0
id05637,0,1,0,0,0
id05638,0,0,0,0,0
id05640,0,0,0,0,0
id05641,0,0,0,0,0
id05642,0,0,0,1,0
id05643,0,0,0,0,0
id05644,0,1,0,0,0
id05645,0,0,0,0,0
id05646,0,0,0,0,0
id05648,0,0,0,0,0
id05651,0,0,0,0,0
id05654,0,0,0,0,0
id05655,1,1,0,0,0
id05656,0,0,0,1,0
id05657,1,0,0,0,0
id05658,1,2,0,1,0
id05659,0,0,0,0,0
id05662,0,0,1,0,0
id05666,2,0,0,0,0
id05668,5,1,0,1,0
id05669,0,0,0,0,0
id05671,2,0,0,0,0
id05674,0,1,0,0,0
id05676,0,1,0,0,0
id05678,3,0,0,0,0
id05679,1,0,0,0,0
id05681,1,0,0,0,0
id05683,2,1,0,0,0
id05684,1,0,1,0,1
id05685,0,0,0,0,0
id05686,0,0,0,0,0
id05688,0,0,0,0,0
id05689,0,0,0,1,0
id05690,1,0,0,0,0
id05691,0,0,1,0,1
id05692,1,0,0,0,0
id05693,1,0,0,0,0
id05695,0,1,0,0,0
id05697,2,0,0,0,0
id05698,1,1,0,0,0
id05700,0,1,0,0,0
id05701,2,1,0,0,0
id05704,0,0,0,0,0
id05705,1,0,0,0,0
id05707,1,2,0,0,0
id05708,0,0,1,2,0
id05712,1,0,0,1,0
id05713,0,1,0,0,0
id05715,1,1,0,0,0
id05716,0,0,0,0,0
id05717,0,0,0,0,0
id05718,1,1,0,0,0
id05719,0,0,0,1,0
id05720,3,0,0,0,0
id05722,0,0,0,1,0
id05723,0,1,0,0,0
id05724,0,0,1,0,0
id05725,2,0,0,0,1
id05726,2,0,0,0,0
id05727,2,0,0,0,0
id05728,0,0,0,0,0
id05731,0,0,0,0,0
id05732,2,1,1,0,0
id05733,2,0,0,1,0
id05734,0,2,0,0,0
id05735,1,0,1,0,0
id05736,0,2,0,0,0
id05738,1,0,0,1,0
id05739,0,0,0,0,0
id05740,0,0,0,0,0
id05743,0,0,0,0,0
id05745,2,3,0,0,0
id05747,0,1,0,0,0
id05748,0,0,0,1,0
id05749,0,0,0,0,0
id05752,0,0,0,0,0
id05753,0,2,0,0,0
id05754,2,0,0,0,0
id05759,0,0,0,0,0
id05760,1,0,0,0,0
id05762,0,0,0,0,0
id05764,2,0,0,0,0
id05765,0,0,0,0,0
id05767,5,1,0,0,0
id05768,0,0,0,0,0
id05769,0,0,0,0,0
id05770,0,0,0,0,0
id05771,0,0,0,0,0
id05774,0,0,0,0,0
id05775,0,2,0,0,0
id05776,1,0,0,0,0
id05778,0,1,1,0,0
id05779,0,0,0,1,0
id05780,0,0,0,0,0
id05784,0,0,0,0,0
id05785,0,0,0,0,0
id05786,0,1,0,0,0
id05787,0,0,0,0,0
id05788,0,0,0,0,0
id05789,1,0,0,0,0
id05790,2,1,0,0,0
id05791,1,1,0,0,0
id05792,0,3,0,0,0
id05793,0,0,0,0,0
id05795,2,0,0,0,0
id05796,0,0,0,0,0
id05800,0,1,0,0,0
id05802,0,0,0,1,0
id05803,0,1,0,0,0
id05805,1,0,1,0,0
id05806,0,0,0,0,0
id05807,0,1,0,1,0
id05808,0,0,0,1,0
id05809,0,0,0,1,0
id05810,0,0,0,0,0
id05811,0,0,0,1,0
id05812,5,0,0,1,1
id05813,0,0,0,1,0
id05814,1,1,0,0,0
id05815,1,1,0,0,0
id05816,0,0,0,0,0
id05817,2,0,0,0,0
id05818,0,1,0,0,0
id05820,1,2,0,0,0
id05822,0,0,0,1,0
id05823,0,0,0,1,0
id05824,1,0,0,0,0
id05825,1,0,0,0,0
id05828,0,0,0,0,0
id05829,1,0,0,0,1
id05830,0,0,0,0,0
id05832,0,0,2,0,0
id05833,1,0,0,0,0
id05834,2,0,0,0,0
id05835,0,0,0,1,0
id05836,1,0,1,0,0
id05837,1,1,0,0,0
id05838,0,0,0,1,0
id05839,0,2,0,0,0
id05842,0,0,0,1,0
id05843,1,2,0,0,0
id05844,0,0,0,0,0
id05845,0,0,0,0,0
id05847,0,0,0,0,0
id05848,1,0,0,0,0
id05850,0,0,0,0,0
id05851,1,0,0,0,0
id05852,0,0,0,1,0
id05854,2,0,0,1,0
id05855,1,0,0,1,0
id05856,1,0,0,0,0
id05857,0,0,0,0,0
id05858,2,1,0,0,0
id05860,0,0,0,0,0
id05861,1,1,0,0,0
id05864,1,0,0,1,0
id05866,2,1,0,0,0
id05868,0,0,0,1,0
id05869,0,0,0,0,0
id05870,1,0,0,0,0
id05871,0,0,0,1,0
id05873,0,0,0,0,0
id05874,1,0,0,0,0
id05875,3,4,0,0,0
id05876,1,2,0,0,0
id05877,0,0,0,0,0
id05878,1,0,0,0,0
id05879,0,0,0,0,0
id05880,1,0,0,0,0
id05882,3,0,0,2,0
id05884,0,0,0,0,0
id05885,0,1,0,0,0
id05887,0,0,0,0,0
id05888,0,0,0,0,0
id05889,3,0,0,0,0
id05890,2,0,0,0,0
id05893,0,0,0,0,0
id05895,0,0,0,0,0
id05899,1,0,0,0,0
id05904,1,0,0,0,0
id05905,0,0,0,0,0
id05906,0,0,0,0,0
id05907,0,0,0,2,0
id05908,1,0,0,0,0
id05909,0,0,0,0,0
id05910,1,0,0,0,0
id05911,0,1,0,0,0
id05915,0,0,0,0,0
id05916,0,1,0,0,0
id05917,0,0,0,0,0
id05919,0,2,0,2,0
id05920,0,0,0,0,0
id05921,0,1,0,0,0
id05923,1,1,0,0,0
id05926,2,1,0,0,0
id05927,2,1,0,0,0
id05928,3,1,0,0,0
id05929,2,2,0,0,0
id05930,2,0,0,0,0
id05931,0,0,0,0,0
id05932,0,0,0,0,0
id05933,0,0,0,0,0
id05934,0,0,0,0,0
id05937,0,0,0,0,0
id05938,0,0,0,0,0
id05940,0,0,0,0,0
id05941,0,0,0,0,1
id05942,0,0,0,1,0
id05943,0,0,0,0,0
id05944,0,0,0,0,0
id05945,1,0,0,0,0
id05948,0,0,0,0,0
id05949,0,1,0,0,0
id05951,2,1,0,0,0
id05952,0,0,0,1,0
id05954,0,0,1,0,0
id05955,0,0,0,0,0
id05956,3,0,0,0,0
id05958,2,0,0,0,0
id05959,0,0,0,0,0
id05960,1,0,0,1,0
id05962,0,1,0,0,0
id05963,0,1,0,0,0
id05964,0,1,0,0,0
id05966,0,0,0,0,0
id05967,1,1,0,0,0
id05968,1,0,0,1,0
id05970,1,0,0,1,0
id05971,1,0,0,1,0
id05972,0,0,0,0,0
id05973,0,1,0,0,0
id05975,0,1,0,0,0
id05976,1,1,0,0,0
id05978,1,1,0,0,0
id05979,0,1,0,0,0
id05980,0,0,0,0,0
id05981,0,0,0,0,0
id05982,0,1,0,0,0
id05984,0,1,1,0,0
id05985,2,0,0,0,0
id05987,1,0,0,0,0
id05988,1,0,0,0,0
id05989,0,0,0,0,0
id05990,0,0,0,0,0
id05991,1,1,0,2,0
id05993,0,2,0,0,0
id05994,2,0,0,0,0
id05995,0,0,0,0,0
id05997,0,1,0,0,0
id06000,1,1,0,0,0
id06001,0,0,0,0,0
id06002,0,0,0,0,0
id06003,0,0,0,0,0
id06006,0,0,0,0,0
id06007,1,0,0,0,0
id06008,1,1,0,0,0
id06009,1,0,0,0,0
id06011,0,0,0,0,0
id06012,1,1,0,0,0
id06014,0,0,0,0,0
id06016,0,0,0,0,0
id06019,0,0,0,0,0
id06021,0,0,0,1,0
id06022,0,0,0,0,0
id06023,0,1,1,0,0
id06024,0,0,0,0,0
id06025,0,1,0,1,0
id06026,1,1,0,0,0
id06027,0,0,0,0,0
id06028,1,0,0,0,0
id06029,0,0,0,0,0
id06030,0,0,0,0,0
id06031,0,0,0,0,0
id06033,0,0,0,0,0
id06034,1,1,1,0,0
id06035,0,0,0,0,0
id06036,0,0,0,1,0
id06037,2,0,0,0,0
id06038,0,0,0,0,0
id06039,0,0,0,1,0
id06041,2,0,0,0,0
id06042,1,1,0,0,0
id06044,0,1,0,0,0
id06047,0,0,0,0,0
id06051,1,0,0,0,0
id06053,0,0,0,0,0
id06056,0,0,0,0,0
id06057,0,0,0,1,0
id06058,1,1,0,0,0
id06059,0,0,0,0,0
id06060,0,0,0,1,0
id06061,1,0,0,0,0
id06062,1,0,0,0,0
id06064,0,2,0,0,0
id06065,0,0,0,0,0
id06066,0,0,0,0,0
id06067,0,0,0,1,0
id06069,1,1,0,0,0
id06070,0,0,0,0,0
id06071,0,0,0,0,1
id06072,0,0,0,0,0
id06073,0,0,0,0,0
id06074,0,0,0,1,0
id06075,0,0,0,1,0
id06076,0,1,0,0,0
id06077,1,0,0,0,0
id06078,0,0,0,0,0
id06079,0,0,0,0,0
id06081,1,0,0,0,0
id06082,0,0,0,0,0
id06083,2,1,0,0,0
id06084,0,0,0,0,0
id06085,1,1,0,1,1
id06086,0,0,0,0,0
id06087,2,0,0,0,0
id06088,1,1,0,0,0
id06090,0,0,0,0,0
id06092,0,0,0,0,0
id06097,0,0,0,0,0
id06098,0,0,0,0,0
id06099,1,0,0,0,0
id06100,1,0,0,0,0
id06101,0,0,0,0,0
id06102,0,2,0,0,0
id06103,0,0,0,0,0
id06105,0,1,0,0,0
id06106,0,0,0,0,0
id06107,2,0,0,0,0
id06108,1,0,0,0,0
id06109,1,0,0,0,0
id06111,1,0,0,0,0
id06112,0,0,0,0,0
id06113,1,0,0,0,0
id06114,0,0,0,0,0
id06115,0,0,0,1,0
id06116,0,0,0,0,0
id06117,0,0,0,0,0
id06119,1,1,0,0,0
id06120,0,1,0,0,0
id06121,2,0,0,0,0
id06123,0,0,0,0,0
id06126,0,0,0,0,0
id06127,1,1,0,1,0
id06128,0,0,0,0,0
id06129,0,0,0,0,0
id06130,0,0,0,0,0
id06131,1,0,0,0,0
id06132,1,0,0,0,0
id06133,2,0,0,0,0
id06134,0,0,0,0,0
id06136,0,0,0,0,0
id06137,0,1,0,0,0
id06138,0,0,0,1,0
id06140,0,1,0,0,0
id06141,0,0,0,0,0
id06142,0,0,0,0,0
id06143,2,1,1,0,1
id06144,0,0,0,0,0
id06145,1,0,0,0,0
id06146,1,0,0,0,0
id06147,1,0,0,0,0
id06148,0,1,1,0,0
id06149,0,1,0,0,0
id06150,2,0,0,0,0
id06151,1,0,0,0,0
id06152,2,0,0,0,0
id06153,0,0,0,0,0
id06154,0,0,0,0,0
id06155,0,0,0,0,0
id06160,0,0,0,0,0
id06161,1,3,0,0,0
id06162,1,0,0,0,0
id06163,0,0,0,0,0
id06164,0,0,0,0,0
id06165,1,2,0,0,0
id06167,0,1,0,1,0
id06168,0,0,0,0,0
id06169,2,2,0,0,0
id06170,0,0,0,0,0
id06171,0,0,0,0,0
id06172,0,0,0,0,0
id06173,0,0,0,0,0
id06176,0,0,0,0,0
id06179,1,1,0,0,0
id06181,0,0,0,1,0
id06184,0,0,0,0,0
id06185,1,1,0,0,0
id06186,0,0,0,0,0
id06187,1,0,0,0,0
id06188,0,0,0,0,0
id06189,2,0,0,0,0
id06190,0,0,0,0,0
id06191,1,0,0,0,0
id06192,3,0,0,0,0
id06193,1,0,1,0,0
id06194,0,0,0,0,0
id06195,0,0,0,0,0
id06198,0,1,0,0,0
id06199,0,0,0,1,0
id06200,0,0,0,0,0
id06201,0,0,0,0,0
id06203,0,0,0,0,0
id06204,0,0,0,0,0
id06205,0,0,0,0,0
id06206,0,1,0,0,0
id06207,2,0,0,0,0
id06208,0,1,0,0,0
id06209,0,0,0,0,0
id06211,0,0,0,0,0
id06214,0,0,0,0,0
id06216,1,0,0,0,0
id06217,2,1,0,0,0
id06218,0,1,0,0,0
id06219,1,1,0,1,0
id06221,0,0,0,0,0
id06222,2,0,0,0,0
id06223,1,0,0,0,0
id06226,1,1,2,1,0
id06227,1,0,0,0,0
id06229,0,0,0,0,0
id06230,0,0,0,0,0
id06231,1,0,0,0,0
id06232,3,2,0,1,1
id06234,0,0,0,0,0
id06236,0,0,0,0,0
id06239,0,0,0,0,0
id06240,0,0,0,1,0
id06245,0,0,0,1,0
id06248,0,0,0,0,0
id06249,0,0,0,0,0
id06250,0,0,0,0,0
id06251,0,1,0,0,0
id06253,0,0,0,0,0
id06254,2,0,0,0,0
id06256,1,0,0,0,0
id06258,3,0,0,0,0
id06259,0,0,0,0,0
id06260,0,0,0,0,0
id06261,0,0,0,0,0
id06263,1,0,0,0,0
id06264,0,0,0,0,1
id06265,1,0,0,0,0
id06269,0,1,0,0,0
id06270,0,0,0,1,0
id06271,0,1,0,0,0
id06275,0,0,0,0,0
id06277,0,0,0,0,0
id06278,0,0,0,0,0
id06279,0,0,0,0,0
id06280,2,0,0,0,0
id06281,0,0,0,0,0
id06282,0,0,0,0,0
id06285,0,1,0,1,0
id06286,0,0,0,0,0
id06287,0,0,0,0,0
id06288,0,0,0,1,0
id06289,0,0,0,0,0
id06290,0,0,0,0,0
id06291,0,0,0,0,0
id06293,0,0,0,0,0
id06295,0,0,0,1,0
id06296,1,1,0,1,0
id06297,0,0,0,0,0
id06298,0,0,0,0,0
id06300,1,0,0,0,0
id06301,2,1,0,1,0
id06302,0,1,0,0,0
id06303,0,0,0,0,0
id06304,0,0,0,0,0
id06305,0,0,0,0,0
id06307,0,0,0,0,0
id06309,0,0,0,0,0
id06310,0,1,0,0,0
id06311,1,0,1,1,0
id06312,0,0,0,0,0
id06313,0,0,0,0,0
id06315,1,0,0,0,0
id06316,2,0,0,0,0
id06317,0,1,0,0,0
id06320,0,0,0,1,0
id06321,1,0,0,0,0
id06322,2,1,0,0,0
id06326,0,0,0,0,0
id06328,0,0,0,0,0
id06329,2,2,0,0,0
id06331,0,0,0,1,0
id06334,5,2,0,0,0
id06335,0,0,0,0,0
id06336,0,0,0,0,0
id06338,0,0,0,0,0
id06339,0,0,0,0,0
id06341,0,0,0,0,0
id06342,1,0,0,0,0
id06343,1,1,0,0,0
id06344,1,0,0,0,0
id06345,0,0,0,0,0
id06346,0,0,0,0,0
id06347,5,0,1,0,0
id06348,1,0,0,0,0
id06349,2,0,0,0,0
id06350,0,1,0,0,0
id06351,0,1,0,0,0
id06352,2,0,0,0,0
id06355,0,0,0,0,0
id06356,2,0,0,0,0
id06358,0,1,0,0,0
id06359,0,0,0,0,0
id06360,0,0,0,0,0
id06361,0,0,0,0,0
id06362,0,0,0,0,0
id06363,0,0,0,0,0
id06365,0,0,0,1,0
id06366,0,0,0,1,0
id06367,0,0,0,1,0
id06368,0,0,0,0,0
id06369,1,0,0,0,0
id06370,1,0,0,1,0
id06371,0,1,0,0,0
id06372,0,0,0,0,0
id06373,1,0,0,0,0
id06375,0,0,0,0,0
id06376,3,0,0,0,0
id06377,2,1,0,0,0
id06378,1,1,0,0,0
id06379,0,0,0,0,0
id06382,1,0,0,0,0
id06383,0,0,0,0,0
id06384,1,1,0,0,0
id06385,1,0,0,0,0
id06386,0,1,0,0,0
id06387,0,0,0,0,0
id06389,0,0,1,1,0
id06391,1,0,0,0,0
id06393,0,2,0,0,0
id06394,0,0,0,0,0
id06395,1,0,0,0,0
id06397,3,0,0,0,0
id06398,0,0,0,0,0
id06400,1,0,0,0,0
id06401,0,1,0,1,0
id06402,0,1,0,0,0
id06406,1,0,0,0,0
id06407,0,0,0,0,0
id06408,0,0,0,0,0
id06410,1,1,1,0,0
id06412,0,0,0,0,0
id06414,0,0,0,0,0
id06416,0,0,0,0,0
id06418,0,1,0,0,0
id06420,0,0,1,0,0
id06421,1,0,0,0,1
id06422,0,0,0,0,0
id06423,1,0,0,0,0
id06424,0,0,1,0,0
id06425,0,1,0,0,0
id06426,0,1,0,1,0
id06428,0,0,0,0,0
id06429,0,0,0,0,0
id06431,1,1,0,0,0
id06432,0,0,0,0,0
id06433,1,0,0,0,0
id06436,3,0,0,1,0
id06437,0,0,0,0,0
id06438,0,0,0,0,0
id06440,0,0,0,0,0
id06441,1,0,0,0,0
id06443,0,0,0,0,0
id06444,0,0,0,0,0
id06445,1,1,0,0,0
id06449,0,0,0,0,0
id06450,0,0,0,0,0
id06451,1,0,0,0,0
id06452,0,0,0,0,0
id06453,0,0,0,0,0
id06455,0,0,0,0,0
id06456,0,0,0,0,0
id06457,0,0,0,0,0
id06458,0,0,0,0,0
id06459,2,0,0,0,0
id06462,1,0,0,0,0
id06463,0,0,0,0,0
id06464,0,0,0,0,0
id06465,0,0,0,0,0
id06466,0,0,0,0,0
id06469,0,0,0,0,0
id06470,1,0,0,0,0
id06471,1,0,0,0,0
id06472,0,0,1,0,0
id06473,1,1,0,1,0
id06476,0,0,0,0,0
id06477,0,2,0,0,0
id06478,0,0,0,0,0
id06482,0,0,0,0,0
id06483,0,0,0,0,0
id06484,2,0,0,0,0
id06485,1,1,0,0,0
id06486,0,0,0,0,0
id06487,0,0,0,0,0
id06488,1,0,0,0,0
id06489,0,0,0,0,0
id06490,0,0,0,0,0
id06491,0,0,0,0,0
id06492,1,0,0,0,0
id06493,0,1,0,0,0
id06494,0,0,0,0,0
id06495,1,0,0,0,0
id06496,2,1,0,1,0
id06497,0,0,1,0,0
id06498,0,0,0,0,0
id06499,1,0,0,0,0
id06500,0,2,0,0,0
id06504,0,0,0,0,0
id06505,0,0,1,1,0
id06506,0,0,0,0,0
id06507,0,0,1,0,0
id06509,0,0,0,0,0
id06511,3,3,0,0,0
id06512,0,0,0,0,0
id06513,0,0,0,0,0
id06515,0,0,0,0,0
id06516,0,0,0,0,0
id06517,0,0,0,0,0
id06518,2,0,0,1,0
id06519,0,0,0,0,0
id06520,0,0,0,0,0
id06521,1,0,0,0,0
id06522,0,0,0,0,0
id06526,1,0,0,0,0
id06527,0,1,0,0,0
id06528,0,0,0,0,0
id06529,0,0,0,0,0
id06530,0,1,0,0,0
id06532,2,0,0,0,0
id06533,0,0,0,0,0
id06534,0,2,0,0,0
id06537,0,0,0,0,0
id06538,1,0,0,0,0
id06542,0,0,0,0,0
id06544,0,0,0,0,0
id06545,0,0,0,0,0
id06546,0,1,0,0,0
id06547,0,0,0,0,0
id06548,1,0,0,0,0
id06549,0,0,0,0,0
id06550,0,0,0,0,0
id06552,0,0,0,0,0
id06553,2,1,0,0,0
id06554,1,1,0,0,0
id06555,1,0,0,0,0
id06558,1,0,0,0,0
id06559,0,1,0,0,0
id06561,2,2,0,0,0
id06562,1,0,0,0,0
id06563,0,0,0,1,0
id06564,0,0,0,1,0
id06565,0,0,0,0,0
id06566,0,0,0,0,0
id06567,3,2,0,1,0
id06568,1,0,0,0,0
id06569,0,0,0,0,0
id06571,0,0,0,0,0
id06572,1,0,0,0,0
id06573,0,0,0,0,0
id06575,0,0,0,0,0
id06576,0,0,0,0,0
id06578,3,0,0,0,0
id06579,0,0,0,0,0
id06580,0,0,0,0,0
id06581,1,1,2,0,0
id06584,1,1,0,0,0
id06585,0,0,0,0,0
id06586,0,1,0,0,0
id06587,0,0,0,0,0
id06588,0,0,0,0,0
id06589,0,1,0,0,0
id06590,0,0,0,0,0
id06591,0,0,0,0,0
id06592,0,0,0,0,0
id06593,1,0,0,0,0
id06594,0,0,0,0,0
id06595,0,0,0,0,0
id06596,2,0,0,0,0
id06597,0,1,0,0,0
id06598,0,0,0,0,0
id06599,0,1,0,0,0
id06600,1,0,0,0,0
id06601,1,0,0,1,0
id06603,0,0,0,0,0
id06605,0,0,1,0,0
id06606,0,0,0,0,0
id06607,0,0,0,0,0
id06608,0,0,0,0,0
id06613,0,1,0,0,0
id06614,1,0,0,0,0
id06615,1,0,0,0,0
id06616,2,1,0,0,0
id06618,1,0,0,0,0
id06621,1,0,0,2,0
id06622,1,1,0,1,0
id06623,0,0,0,0,0
id06624,0,1,0,0,0
id06626,0,0,0,1,0
id06627,0,0,0,0,0
id06628,1,1,1,0,0
id06629,0,0,0,0,0
id06630,1,1,1,1,0
id06633,1,0,0,0,0
id06634,0,0,0,1,0
id06635,0,0,0,0,0
id06636,0,0,0,1,0
id06637,0,0,0,0,0
id06638,1,0,0,0,0
id06639,0,0,1,0,0
id06640,1,1,1,1,0
id06642,0,0,0,0,0
id06644,0,0,0,0,0
id06645,0,0,0,0,0
id06646,1,0,0,1,0
id06648,0,0,0,0,0
id06649,1,1,0,1,0
id06650,2,0,0,0,0
id06652,0,0,0,0,0
id06653,0,0,0,0,0
id06656,0,1,0,0,0
id06658,0,0,0,0,0
id06659,0,0,0,0,0
id06660,0,0,0,0,0
id06662,0,0,0,0,0
id06663,0,0,0,0,0
id06664,0,0,0,0,0
id06665,1,1,0,0,0
id06666,0,0,0,1,0
id06669,2,2,0,1,0
id06670,0,0,0,0,0
id06671,0,0,0,0,0
id06672,1,0,0,0,0
id06673,0,0,0,0,0
id06674,0,1,0,0,0
id06675,0,0,0,0,0
id06676,0,0,0,0,0
id06677,0,0,0,0,0
id06678,0,0,0,0,0
id06680,0,0,0,0,0
id06681,0,0,0,0,0
id06682,2,0,0,0,0
id06683,2,0,0,0,0
id06685,2,0,0,0,0
id06686,0,0,0,0,0
id06687,1,1,0,1,0
id06688,0,2,0,0,0
id06690,0,1,0,0,0
id06692,0,0,0,0,0
id06696,2,0,2,0,0
id06697,0,0,0,0,0
id06698,2,2,0,0,0
id06699,0,0,0,0,0
id06700,1,0,0,0,0
id06701,0,2,0,0,0
id06702,0,0,0,0,0
id06703,0,0,0,1,0
id06706,0,0,0,0,0
id06709,0,1,0,0,0
id06710,0,0,0,0,0
id06712,0,0,1,0,0
id06713,1,0,0,0,0
id06715,0,0,0,0,0
id06717,0,0,0,0,0
id06718,0,0,0,0,0
id06719,0,0,0,0,0
id06721,2,0,0,1,0
id06722,0,0,0,0,0
id06723,0,0,0,0,0
id06724,0,1,0,0,0
id06727,0,0,0,0,0
id06728,0,0,0,0,0
id06729,0,1,0,0,0
id06730,1,1,0,0,0
id06731,0,0,0,0,0
id06732,0,2,0,0,0
id06733,0,0,0,0,0
id06735,0,0,0,0,0
id06736,1,0,0,0,0
id06739,0,0,0,0,0
id06740,0,0,0,0,0
id06743,0,0,0,0,0
id06745,1,0,0,0,0
id06747,0,0,0,0,0
id06748,0,1,0,0,0
id06749,0,0,0,0,0
id06750,0,0,0,0,0
id06751,0,0,0,0,0
id06752,0,1,0,0,0
id06753,0,0,0,0,0
id06754,2,0,0,0,0
id06755,0,1,0,1,0
id06757,0,0,0,0,0
id06758,0,0,0,0,0
id06760,0,0,0,0,0
id06762,0,0,0,0,0
id06764,0,0,0,0,0
id06766,1,0,0,0,0
id06767,0,0,0,0,0
id06768,0,0,0,0,0
id06769,0,0,0,0,0
id06770,0,0,0,0,0
id06771,0,0,0,0,0
id06772,0,0,0,0,0
id06773,0,0,0,0,0
id06777,0,0,0,0,0
id06778,0,0,0,0,0
id06779,0,0,0,0,0
id06781,0,0,1,0,0
id06782,0,0,0,0,0
id06785,0,0,0,0,0
id06787,0,1,0,0,0
id06788,0,0,0,0,0
id06790,1,0,0,1,0
id06791,2,0,0,0,1
id06792,0,1,0,0,0
id06794,2,1,0,0,0
id06795,1,0,0,0,0
id06796,1,0,0,0,0
id06797,0,1,0,0,0
id06799,1,1,0,0,0
id06801,0,0,0,1,0
id06802,2,0,0,0,0
id06803,0,0,0,0,0
id06805,0,1,0,1,0
id06807,0,0,0,0,0
id06808,0,0,0,0,0
id06810,2,0,0,0,0
id06811,0,0,0,0,0
id06813,0,1,0,0,0
id06814,0,0,0,0,0
id06815,1,0,0,0,0
id06817,0,0,0,0,0
id06818,1,0,0,0,0
id06819,0,2,0,0,0
id06821,0,0,0,0,0
id06822,0,0,0,0,0
id06823,0,0,0,1,0
id06825,2,0,0,0,0
id06829,0,0,1,0,0
id06830,0,0,0,0,0
id06831,1,3,0,0,0
id06833,0,0,0,0,0
id06834,0,0,0,0,0
id06835,1,0,0,0,0
id06836,0,0,0,0,0
id06839,1,0,0,1,0
id06840,0,0,0,0,0
id06841,0,0,0,0,0
id06842,0,0,0,0,0
id06844,0,1,0,0,0
id06845,0,0,0,0,0
id06848,0,1,0,0,0
id06849,3,0,0,0,0
id06850,2,0,0,0,0
id06851,0,0,0,0,0
id06852,0,0,0,1,0
id06853,0,0,0,0,0
id06854,1,1,0,0,0
id06855,0,0,0,0,0
id06856,0,0,0,0,0
id06857,1,1,0,0,0
id06858,0,0,0,0,0
id06859,1,1,0,1,1
id06864,3,0,0,1,0
