ID,word_count,syll_count,nsyll_per_word,nchar,nchar_per_word,tc_count,uc_count,punctuation_count,nStopWord,nUniqueWord,avg_word_length,ngt6lWord,unique_r,w_p,w_p_r,stop_r,w_p_stop,w_p_stop_r,num_words_upper_r,num_words_title_r,qualifier_count,thought_verbs_count,loud_verbs_count,neutral_verbs_count,quiet_verbs_count
id27045,46,70,1.5217391304347827,263,5.717391304347826,1,0,7,30,35,4.586956521739131,12,0.7608695652173914,39,0.8478260869565217,0.6521739130434783,9,0.1956521739130435,0,0.021739130434782608,0,0,0,1,0
id17724,34,60,1.7647058823529411,205,6.029411764705882,1,0,5,19,30,4.911764705882353,9,0.8823529411764706,29,0.8529411764705882,0.5588235294117647,10,0.29411764705882354,0,0.029411764705882353,0,1,0,0,0
id24535,25,39,1.56,141,5.64,1,0,2,15,24,4.6,5,0.96,23,0.92,0.6,8,0.32,0,0.04,0,0,0,0,0
id06516,53,79,1.490566037735849,294,5.547169811320755,1,0,9,25,41,4.39622641509434,10,0.7735849056603774,44,0.8301886792452831,0.4716981132075472,19,0.3584905660377358,0,0.018867924528301886,0,0,0,0,0
id18788,5,8,1.6,25,5,0,0,1,3,5,4,1,1,4,0.8,0.6,1,0.2,0,0,0,0,0,0,0
id15305,21,34,1.619047619047619,136,6.476190476190476,1,0,3,10,20,5.380952380952381,6,0.9523809523809523,18,0.8571428571428571,0.47619047619047616,8,0.38095238095238093,0,0.047619047619047616,0,0,0,0,0
id26130,25,43,1.72,145,5.8,1,0,3,15,23,4.72,7,0.92,22,0.88,0.6,7,0.28,0,0.04,2,0,0,0,0
id05895,19,27,1.4210526315789473,90,4.7368421052631575,6,0,2,12,15,3.6842105263157894,1,0.7894736842105263,17,0.8947368421052632,0.631578947368421,5,0.2631578947368421,0,0.3157894736842105,0,0,0,0,0
id21271,57,80,1.4035087719298245,326,5.719298245614035,2,0,9,32,48,4.578947368421052,10,0.8421052631578947,48,0.8421052631578947,0.5614035087719298,16,0.2807017543859649,0,0.03508771929824561,1,0,0,0,0
id05830,23,36,1.565217391304348,136,5.913043478260869,1,0,5,19,23,4.739130434782608,5,1,18,0.782608695652174,0.8260869565217391,-1,-0.043478260869565216,0,0.043478260869565216,0,0,0,0,0
id19919,22,33,1.5,123,5.590909090909091,0,0,2,13,21,4.545454545454546,6,0.9545454545454546,20,0.9090909090909091,0.5909090909090909,7,0.3181818181818182,0,0,0,0,0,0,0
id01892,48,73,1.5208333333333333,273,5.6875,0,0,6,29,29,4.5625,10,0.6041666666666666,42,0.875,0.6041666666666666,13,0.2708333333333333,0,0,0,0,0,0,0
id12162,53,85,1.6037735849056605,311,5.867924528301887,2,0,7,35,42,4.754716981132075,12,0.7924528301886793,46,0.8679245283018868,0.660377358490566,11,0.20754716981132076,0,0.03773584905660377,1,0,0,1,0
id08997,10,16,1.6,59,5.9,0,0,4,7,10,4.6,2,1,6,0.6,0.7,-1,-0.1,0,0,0,0,0,1,0
id16221,15,19,1.2666666666666666,80,5.333333333333333,1,0,3,8,13,4.2,1,0.8666666666666667,12,0.8,0.5333333333333333,4,0.26666666666666666,0,0.06666666666666667,0,0,0,0,0
id15634,19,31,1.631578947368421,114,6,2,0,3,12,17,4.894736842105263,4,0.8947368421052632,16,0.8421052631578947,0.631578947368421,4,0.21052631578947367,0,0.10526315789473684,1,0,0,0,0
id00275,14,20,1.4285714285714286,70,5,1,0,2,11,12,3.9285714285714284,2,0.8571428571428571,12,0.8571428571428571,0.7857142857142857,1,0.07142857142857142,0,0.07142857142857142,1,1,0,0,0
id00251,67,114,1.7014925373134329,420,6.268656716417911,5,0,12,41,47,5.104477611940299,21,0.7014925373134329,55,0.8208955223880597,0.6119402985074627,14,0.208955223880597,0,0.07462686567164178,0,0,0,0,0
id05437,18,26,1.4444444444444444,110,6.111111111111111,1,0,4,11,18,4.944444444444445,5,1,14,0.7777777777777778,0.6111111111111112,3,0.16666666666666666,0,0.05555555555555555,0,0,0,0,0
id04621,29,37,1.2758620689655173,143,4.931034482758621,0,0,1,20,26,3.9310344827586206,2,0.896551724137931,28,0.9655172413793104,0.6896551724137931,8,0.27586206896551724,0,0,0,1,0,0,0
id13358,48,74,1.5416666666666667,268,5.583333333333333,4,0,8,30,39,4.574468085106383,14,0.8125,40,0.8333333333333334,0.625,10,0.20833333333333334,0,0.08333333333333333,1,0,0,0,0
id23329,28,37,1.3214285714285714,140,5,1,0,1,15,23,4,4,0.8214285714285714,27,0.9642857142857143,0.5357142857142857,12,0.42857142857142855,0,0.03571428571428571,0,1,0,0,0
id11326,21,24,1.1428571428571428,105,5,0,0,1,15,18,4,2,0.8571428571428571,20,0.9523809523809523,0.7142857142857143,5,0.23809523809523808,0,0,0,0,0,0,0
id01401,17,27,1.588235294117647,95,5.588235294117647,1,0,2,11,15,4.529411764705882,5,0.8823529411764706,15,0.8823529411764706,0.6470588235294118,4,0.23529411764705882,0,0.058823529411764705,1,0,0,0,0
id06973,10,15,1.5,54,5.4,2,0,2,6,10,4.3,1,1,8,0.8,0.6,2,0.2,0,0.2,0,0,0,0,0
id10421,26,40,1.5384615384615385,145,5.576923076923077,0,0,2,15,21,4.538461538461538,7,0.8076923076923077,24,0.9230769230769231,0.5769230769230769,9,0.34615384615384615,0,0,0,0,0,0,0
id15985,19,34,1.7894736842105263,123,6.473684210526316,1,0,2,12,17,5.421052631578948,7,0.8947368421052632,17,0.8947368421052632,0.631578947368421,5,0.2631578947368421,0,0.05263157894736842,1,0,0,0,0
id05818,21,34,1.619047619047619,125,5.9523809523809526,2,0,4,16,18,4.809523809523809,4,0.8571428571428571,17,0.8095238095238095,0.7619047619047619,1,0.047619047619047616,0,0.09523809523809523,0,1,0,0,0
id12665,31,47,1.5161290322580645,176,5.67741935483871,2,0,6,20,26,4.733333333333333,6,0.8387096774193549,25,0.8064516129032258,0.6451612903225806,5,0.16129032258064516,0,0.06451612903225806,0,1,0,0,0
id01394,27,40,1.4814814814814814,155,5.7407407407407405,3,0,4,15,24,4.62962962962963,5,0.8888888888888888,23,0.8518518518518519,0.5555555555555556,8,0.2962962962962963,0,0.1111111111111111,0,0,0,0,0
id15043,39,49,1.2564102564102564,213,5.461538461538462,2,0,8,24,35,4.282051282051282,7,0.8974358974358975,31,0.7948717948717948,0.6153846153846154,7,0.1794871794871795,0,0.05128205128205128,0,1,0,1,1
id20227,33,47,1.4242424242424243,200,6.0606060606060606,2,0,7,18,29,4.878787878787879,8,0.8787878787878788,26,0.7878787878787878,0.5454545454545454,8,0.24242424242424243,0,0.06060606060606061,0,1,0,0,0
id13180,60,89,1.4833333333333334,331,5.516666666666667,0,0,7,38,43,4.416666666666667,13,0.7166666666666667,53,0.8833333333333333,0.6333333333333333,15,0.25,0,0,1,1,0,0,0
id25119,30,44,1.4666666666666666,183,6.1,1,0,4,18,28,5,7,0.9333333333333333,26,0.8666666666666667,0.6,8,0.26666666666666666,0,0.03333333333333333,2,0,0,0,0
id27739,11,16,1.4545454545454546,66,6,1,0,2,6,9,4.909090909090909,5,0.8181818181818182,9,0.8181818181818182,0.5454545454545454,3,0.2727272727272727,0,0.09090909090909091,0,0,0,0,0
id25472,35,49,1.4,178,5.085714285714285,0,0,3,21,30,4.0285714285714285,6,0.8571428571428571,32,0.9142857142857143,0.6,11,0.3142857142857143,0,0,1,1,1,1,0
id04059,30,49,1.6333333333333333,171,5.7,8,0,6,20,25,4.533333333333333,6,0.8333333333333334,24,0.8,0.6666666666666666,4,0.13333333333333333,0,0.26666666666666666,0,2,0,0,0
id05401,18,24,1.3333333333333333,96,5.333333333333333,1,0,2,11,18,4.277777777777778,3,1,16,0.8888888888888888,0.6111111111111112,5,0.2777777777777778,0,0.05555555555555555,0,0,0,0,0
id15278,27,45,1.6666666666666667,178,6.592592592592593,1,0,3,17,27,5.518518518518518,10,1,24,0.8888888888888888,0.6296296296296297,7,0.25925925925925924,0,0.037037037037037035,1,0,0,0,0
id13525,28,43,1.5357142857142858,153,5.464285714285714,1,0,4,17,26,4.357142857142857,6,0.9285714285714286,24,0.8571428571428571,0.6071428571428571,7,0.25,0,0.03571428571428571,0,0,1,0,0
id04411,14,27,1.9285714285714286,91,6.5,1,0,3,8,14,5.357142857142857,6,1,11,0.7857142857142857,0.5714285714285714,3,0.21428571428571427,0,0.07142857142857142,0,0,0,0,0
id12832,16,25,1.5625,91,5.6875,2,0,2,10,15,4.625,4,0.9375,14,0.875,0.625,4,0.25,0,0.125,0,0,0,0,0
id10505,26,38,1.4615384615384615,157,6.038461538461538,1,0,3,15,25,4.961538461538462,7,0.9615384615384616,23,0.8846153846153846,0.5769230769230769,8,0.3076923076923077,0,0.038461538461538464,0,0,0,0,0
id05684,33,43,1.303030303030303,179,5.424242424242424,1,0,4,20,30,4.333333333333333,8,0.9090909090909091,29,0.8787878787878788,0.6060606060606061,9,0.2727272727272727,0,0.030303030303030304,1,0,1,0,1
id21343,23,33,1.434782608695652,126,5.478260869565218,0,0,1,14,20,4.478260869565218,5,0.8695652173913043,22,0.9565217391304348,0.6086956521739131,8,0.34782608695652173,0,0,0,0,0,0,0
id23337,24,34,1.4166666666666667,127,5.291666666666667,2,0,3,18,21,4.208333333333333,3,0.875,21,0.875,0.75,3,0.125,0,0.08333333333333333,0,0,0,0,0
id24389,18,27,1.5,109,6.055555555555555,1,0,1,11,18,5.055555555555555,5,1,17,0.9444444444444444,0.6111111111111112,6,0.3333333333333333,0,0.05555555555555555,1,0,0,0,0
id24295,5,6,1.2,23,4.6,1,0,2,3,5,3.4,0,1,3,0.6,0.6,0,0,0,0.2,1,0,0,0,0
id25460,43,49,1.1395348837209303,215,5,1,0,4,27,39,3.9302325581395348,5,0.9069767441860465,39,0.9069767441860465,0.627906976744186,12,0.27906976744186046,0,0.023255813953488372,2,0,0,0,0
id08138,22,37,1.6818181818181819,120,5.454545454545454,1,0,2,14,20,4.409090909090909,6,0.9090909090909091,20,0.9090909090909091,0.6363636363636364,6,0.2727272727272727,0,0.045454545454545456,0,0,0,0,0
id11098,30,43,1.4333333333333333,158,5.266666666666667,2,0,3,20,23,4.413793103448276,6,0.7666666666666667,27,0.9,0.6666666666666666,7,0.23333333333333334,0,0.06666666666666667,1,0,0,0,0
id11351,27,33,1.2222222222222223,139,5.148148148148148,2,0,9,17,25,4.076923076923077,3,0.9259259259259259,18,0.6666666666666666,0.6296296296296297,1,0.037037037037037035,0,0.07407407407407407,0,0,1,0,0
id21124,65,90,1.3846153846153846,366,5.630769230769231,4,0,8,36,54,4.523076923076923,12,0.8307692307692308,57,0.8769230769230769,0.5538461538461539,21,0.3230769230769231,0,0.06153846153846154,1,0,0,1,0
id10610,27,38,1.4074074074074074,150,5.555555555555555,1,0,3,18,25,4.481481481481482,5,0.9259259259259259,24,0.8888888888888888,0.6666666666666666,6,0.2222222222222222,0,0.037037037037037035,0,0,0,0,0
id01314,50,58,1.16,236,4.72,6,0,18,32,36,3.38,4,0.72,32,0.64,0.64,0,0,0,0.12,0,0,2,1,0
id14941,14,25,1.7857142857142858,83,5.928571428571429,1,0,1,7,13,4.928571428571429,5,0.9285714285714286,13,0.9285714285714286,0.5,6,0.42857142857142855,0,0.07142857142857142,0,0,0,0,0
id17698,22,32,1.4545454545454546,127,5.7727272727272725,1,0,4,15,18,4.636363636363637,4,0.8181818181818182,18,0.8181818181818182,0.6818181818181818,3,0.13636363636363635,0,0.045454545454545456,1,0,0,0,0
id14737,25,30,1.2,128,5.12,0,0,3,15,24,4.04,3,0.96,22,0.88,0.6,7,0.28,0,0,0,0,1,0,0
id06546,37,53,1.4324324324324325,199,5.378378378378378,1,0,4,26,32,4.297297297297297,8,0.8648648648648649,33,0.8918918918918919,0.7027027027027027,7,0.1891891891891892,0,0.02702702702702703,0,1,0,0,0
id08104,29,39,1.3448275862068966,153,5.275862068965517,1,0,2,17,21,4.464285714285714,6,0.7241379310344828,27,0.9310344827586207,0.5862068965517241,10,0.3448275862068966,0,0.034482758620689655,0,0,0,0,0
id04712,17,21,1.2352941176470589,90,5.294117647058823,1,0,5,10,15,4.0588235294117645,3,0.8823529411764706,12,0.7058823529411765,0.5882352941176471,2,0.11764705882352941,0,0.058823529411764705,0,0,0,0,0
id04096,31,40,1.2903225806451613,159,5.129032258064516,2,0,1,16,28,4.129032258064516,3,0.9032258064516129,30,0.967741935483871,0.5161290322580645,14,0.45161290322580644,0,0.06451612903225806,2,0,1,0,0
id21057,6,7,1.1666666666666667,28,4.666666666666667,1,0,1,5,6,3.6666666666666665,0,1,5,0.8333333333333334,0.8333333333333334,0,0,0,0.16666666666666666,0,0,0,0,0
id22436,34,45,1.3235294117647058,172,5.0588235294117645,4,0,7,22,18,3.8823529411764706,3,0.5294117647058824,27,0.7941176470588235,0.6470588235294118,5,0.14705882352941177,0,0.11764705882352941,0,0,0,1,0
id00724,19,22,1.1578947368421053,91,4.7894736842105265,2,0,4,17,17,3.6315789473684212,1,0.8947368421052632,15,0.7894736842105263,0.8947368421052632,-2,-0.10526315789473684,0,0.10526315789473684,1,0,0,1,0
id23686,25,35,1.4,133,5.32,1,0,2,16,23,4.28,5,0.92,23,0.92,0.64,7,0.28,0,0.04,1,1,0,0,0
id20319,28,47,1.6785714285714286,156,5.571428571428571,1,0,2,17,23,4.535714285714286,8,0.8214285714285714,26,0.9285714285714286,0.6071428571428571,9,0.32142857142857145,0,0.03571428571428571,1,0,0,0,0
id02927,37,54,1.4594594594594594,198,5.351351351351352,1,0,2,27,32,4.324324324324325,7,0.8648648648648649,35,0.9459459459459459,0.7297297297297297,8,0.21621621621621623,0,0.02702702702702703,1,0,0,0,0
id09063,29,48,1.6551724137931034,176,6.068965517241379,1,0,3,18,27,5,9,0.9310344827586207,26,0.896551724137931,0.6206896551724138,8,0.27586206896551724,0,0.034482758620689655,2,0,0,0,0
id26843,32,57,1.78125,195,6.09375,1,0,3,20,29,5.03125,10,0.90625,29,0.90625,0.625,9,0.28125,0,0.03125,2,0,0,0,0
id20177,32,39,1.21875,161,5.03125,1,0,4,26,28,3.9375,4,0.875,28,0.875,0.8125,2,0.0625,0,0.03125,0,0,0,0,0
id00396,53,66,1.2452830188679245,272,5.132075471698113,1,0,6,38,40,4.037735849056604,5,0.7547169811320755,47,0.8867924528301887,0.71698113207547165,9,0.16981132075471697,0,0.018867924528301886,0,0,0,0,0
id21695,12,24,2,83,6.916666666666667,3,0,1,7,12,5.916666666666667,5,1,11,0.9166666666666666,0.5833333333333334,4,0.3333333333333333,0,0.25,0,0,0,0,0
id22217,19,31,1.631578947368421,111,5.842105263157895,1,0,1,10,17,4.7894736842105265,5,0.8947368421052632,18,0.9473684210526315,0.5263157894736842,8,0.42105263157894735,0,0.05263157894736842,0,0,0,0,0
id16606,31,36,1.1612903225806452,152,4.903225806451613,1,0,3,22,26,4.033333333333333,4,0.8387096774193549,28,0.9032258064516129,0.7096774193548387,6,0.1935483870967742,0,0.03225806451612903,1,0,0,0,0
id27651,38,64,1.6842105263157894,231,6.078947368421052,1,0,2,21,35,5.052631578947368,13,0.9210526315789473,36,0.9473684210526315,0.5526315789473685,15,0.39473684210526316,0,0.02631578947368421,1,0,0,1,0
id03933,15,20,1.3333333333333333,81,5.4,1,0,3,9,13,4.714285714285714,4,0.8666666666666667,12,0.8,0.6,3,0.2,0,0.06666666666666667,0,0,0,0,0
id26860,26,33,1.2692307692307692,129,4.961538461538462,1,0,2,17,24,3.923076923076923,2,0.9230769230769231,24,0.9230769230769231,0.6538461538461539,7,0.2692307692307692,0,0.038461538461538464,0,0,0,0,0
id25632,34,51,1.5,210,6.176470588235294,1,0,3,18,31,5.117647058823529,9,0.9117647058823529,31,0.9117647058823529,0.5294117647058824,13,0.38235294117647056,0,0.029411764705882353,0,0,0,0,0
id22662,17,23,1.3529411764705883,90,5.294117647058823,1,0,3,10,17,4.176470588235294,2,1,14,0.8235294117647058,0.5882352941176471,4,0.23529411764705882,0,0.058823529411764705,0,0,0,0,0
id05618,13,20,1.5384615384615385,76,5.846153846153846,1,0,3,7,13,4.6923076923076925,4,1,10,0.7692307692307693,0.5384615384615384,3,0.23076923076923078,0,0.07692307692307693,2,1,0,0,0
id23747,17,26,1.5294117647058822,87,5.117647058823529,1,0,1,10,17,4.117647058823529,3,1,16,0.9411764705882353,0.5882352941176471,6,0.35294117647058826,0,0.058823529411764705,0,1,0,0,0
id04762,14,22,1.5714285714285714,86,6.142857142857143,3,0,2,9,14,5.071428571428571,4,1,12,0.8571428571428571,0.6428571428571429,3,0.21428571428571427,0,0.21428571428571427,0,0,0,0,0
id16637,32,50,1.5625,180,5.625,7,0,8,14,29,4.833333333333333,6,0.90625,24,0.75,0.4375,10,0.3125,0,0.21875,0,1,0,0,0
id21818,76,129,1.6973684210526316,471,6.197368421052632,2,0,11,44,63,5.065789473684211,26,0.8289473684210527,65,0.8552631578947368,0.5789473684210527,21,0.27631578947368424,0,0.02631578947368421,2,0,0,0,0
id21209,33,45,1.3636363636363635,173,5.242424242424242,1,0,4,21,26,4.151515151515151,6,0.7878787878787878,29,0.8787878787878788,0.6363636363636364,8,0.24242424242424243,0,0.030303030303030304,1,0,0,0,0
id14314,77,122,1.5844155844155845,446,5.792207792207792,4,0,7,47,53,4.802631578947368,20,0.6883116883116883,70,0.9090909090909091,0.6103896103896104,23,0.2987012987012987,0,0.05194805194805195,1,0,0,0,0
id20336,28,44,1.5714285714285714,171,6.107142857142857,1,0,3,14,26,5.035714285714286,9,0.9285714285714286,25,0.8928571428571429,0.5,11,0.39285714285714285,0,0.03571428571428571,0,0,0,0,0
id19267,182,241,1.3241758241758241,995,5.467032967032967,8,0,23,105,123,4.3812154696132595,28,0.6758241758241759,159,0.8736263736263736,0.5769230769230769,54,0.2967032967032967,0,0.04395604395604396,2,4,0,0,0
id20647,17,28,1.6470588235294117,105,6.176470588235294,1,0,3,11,15,5.0588235294117645,4,0.8823529411764706,14,0.8235294117647058,0.6470588235294118,3,0.17647058823529413,0,0.058823529411764705,0,0,1,0,0
id26230,18,28,1.5555555555555556,105,5.833333333333333,1,0,3,11,17,4.722222222222222,4,0.9444444444444444,15,0.8333333333333334,0.6111111111111112,4,0.2222222222222222,0,0.05555555555555555,0,1,0,0,0
id00100,23,44,1.9130434782608696,145,6.304347826086956,1,0,3,13,20,5.217391304347826,9,0.8695652173913043,20,0.8695652173913043,0.5652173913043478,7,0.30434782608695654,0,0.043478260869565216,0,0,0,0,0
id26637,39,58,1.4871794871794872,217,5.564102564102564,1,0,6,19,32,4.435897435897436,7,0.8205128205128205,33,0.8461538461538461,0.48717948717948717,14,0.358974358974359,0,0.02564102564102564,0,0,0,0,0
id27568,27,35,1.2962962962962963,146,5.407407407407407,1,0,2,17,23,4.37037037037037,4,0.8518518518518519,25,0.9259259259259259,0.6296296296296297,8,0.2962962962962963,0,0.037037037037037035,0,1,0,0,0
id00662,31,39,1.2580645161290323,167,5.387096774193548,3,0,1,24,28,4.387096774193548,3,0.9032258064516129,30,0.967741935483871,0.7741935483870968,6,0.1935483870967742,0,0.0967741935483871,0,0,0,0,0
id07196,14,21,1.5,82,5.857142857142857,1,0,1,9,14,4.857142857142857,3,1,13,0.9285714285714286,0.6428571428571429,4,0.2857142857142857,0,0.07142857142857142,0,1,0,0,0
id08551,19,35,1.8421052631578947,133,7,3,0,2,8,17,5.947368421052632,7,0.8947368421052632,17,0.8947368421052632,0.42105263157894735,9,0.47368421052631576,0,0.15789473684210525,0,0,0,0,0
id16977,25,30,1.2,118,4.72,0,0,4,17,19,3.6,1,0.76,21,0.84,0.68,4,0.16,0,0,0,0,0,0,0
id25993,13,17,1.3076923076923077,69,5.3076923076923075,1,0,3,12,13,4.153846153846154,0,1,10,0.7692307692307693,0.9230769230769231,-2,-0.15384615384615385,0,0.07692307692307693,2,0,0,0,0
id03517,13,17,1.3076923076923077,65,5,1,0,1,8,13,4,1,1,12,0.9230769230769231,0.6153846153846154,4,0.3076923076923077,0,0.07692307692307693,0,0,0,0,0
id20687,258,417,1.6162790697674418,1523,5.903100775193798,2,0,33,165,135,4.83203125,65,0.5232558139534884,225,0.872093023255814,0.6395348837209303,60,0.23255813953488372,0,0.007751937984496124,5,1,0,1,0
id21055,18,31,1.7222222222222223,107,5.944444444444445,1,0,1,10,15,4.944444444444445,5,0.8333333333333334,17,0.9444444444444444,0.5555555555555556,7,0.3888888888888889,0,0.05555555555555555,0,0,0,1,0
id13165,20,32,1.6,110,5.5,3,0,1,13,18,4.5,5,0.9,19,0.95,0.65,6,0.3,0,0.15,0,0,0,0,0
id26597,22,23,1.0454545454545454,104,4.7272727272727275,0,0,1,14,18,3.727272727272727,0,0.8181818181818182,21,0.9545454545454546,0.6363636363636364,7,0.3181818181818182,0,0,0,1,0,0,0
id20743,29,43,1.4827586206896552,156,5.379310344827586,1,0,3,19,25,4.310344827586207,7,0.8620689655172413,26,0.896551724137931,0.6551724137931034,7,0.2413793103448276,0,0.034482758620689655,1,1,0,0,0
id22471,23,29,1.2608695652173914,113,4.913043478260869,1,0,2,13,18,3.869565217391304,4,0.782608695652174,21,0.9130434782608695,0.5652173913043478,8,0.34782608695652173,0,0.043478260869565216,1,0,0,0,0
id00653,11,17,1.5454545454545454,64,5.818181818181818,1,0,1,7,10,4.818181818181818,4,0.9090909090909091,10,0.9090909090909091,0.6363636363636364,3,0.2727272727272727,0,0.09090909090909091,0,0,0,0,0
id04119,33,45,1.3636363636363635,198,6,3,0,7,15,23,4.818181818181818,10,0.696969696969697,26,0.7878787878787878,0.45454545454545453,11,0.3333333333333333,0,0.09090909090909091,0,0,0,0,0
id07076,31,35,1.1290322580645162,147,4.741935483870968,2,0,3,22,28,3.6774193548387095,3,0.9032258064516129,28,0.9032258064516129,0.7096774193548387,6,0.1935483870967742,0,0.06451612903225806,1,0,0,0,0
id01607,24,30,1.25,134,5.583333333333333,2,0,3,12,19,4.782608695652174,5,0.7916666666666666,21,0.875,0.5,9,0.375,0,0.08333333333333333,1,0,0,0,0
id27024,19,28,1.4736842105263157,108,5.684210526315789,1,0,5,13,17,4.473684210526316,5,0.8947368421052632,14,0.7368421052631579,0.6842105263157895,1,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0
id17024,21,28,1.3333333333333333,117,5.571428571428571,1,0,2,15,20,4.523809523809524,4,0.9523809523809523,19,0.9047619047619048,0.7142857142857143,4,0.19047619047619047,0,0.047619047619047616,0,1,0,0,0
id27732,6,8,1.3333333333333333,31,5.166666666666667,1,0,1,4,6,4.166666666666667,2,1,5,0.8333333333333334,0.6666666666666666,1,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0
id02467,18,25,1.3888888888888888,101,5.611111111111111,2,0,1,13,17,4.611111111111111,4,0.9444444444444444,17,0.9444444444444444,0.7222222222222222,4,0.2222222222222222,0,0.1111111111111111,0,1,0,1,0
id01708,24,31,1.2916666666666667,127,5.291666666666667,1,0,2,18,21,4.25,5,0.875,22,0.9166666666666666,0.75,4,0.16666666666666666,0,0.041666666666666664,0,1,1,0,0
id11835,34,52,1.5294117647058822,208,6.117647058823529,3,0,7,18,31,4.9411764705882355,10,0.9117647058823529,27,0.7941176470588235,0.5294117647058824,9,0.2647058823529412,0,0.08823529411764706,0,0,0,0,0
id08992,15,24,1.6,85,5.666666666666667,2,0,2,8,12,4.6,5,0.8,13,0.8666666666666667,0.5333333333333333,5,0.3333333333333333,0,0.13333333333333333,0,0,0,0,0
id14990,52,82,1.5769230769230769,303,5.826923076923077,2,0,7,29,39,4.8431372549019605,16,0.75,45,0.8653846153846154,0.5576923076923077,16,0.3076923076923077,0,0.038461538461538464,2,1,0,0,0
id02411,47,59,1.2553191489361701,230,4.8936170212765955,1,0,4,31,37,3.8297872340425534,6,0.7872340425531915,43,0.9148936170212766,0.6595744680851063,12,0.2553191489361702,0,0.02127659574468085,2,0,0,0,0
id07870,23,29,1.2608695652173914,114,4.956521739130435,2,0,7,14,21,4.238095238095238,3,0.9130434782608695,16,0.6956521739130435,0.6086956521739131,2,0.08695652173913043,0,0.08695652173913043,0,1,0,0,0
id06191,23,35,1.5217391304347827,131,5.695652173913044,1,0,4,15,20,4.565217391304348,6,0.8695652173913043,19,0.8260869565217391,0.6521739130434783,4,0.17391304347826086,0,0.043478260869565216,1,0,0,0,0
id07894,17,30,1.7647058823529411,114,6.705882352941177,1,0,3,10,17,5.588235294117647,7,1,14,0.8235294117647058,0.5882352941176471,4,0.23529411764705882,0,0.058823529411764705,1,0,0,0,0
id03800,15,22,1.4666666666666666,79,5.266666666666667,1,1,1,8,14,4.266666666666667,2,0.9333333333333333,14,0.9333333333333333,0.5333333333333333,6,0.4,0.06666666666666667,0.06666666666666667,0,0,0,0,0
id06636,20,27,1.35,113,5.65,1,0,4,10,17,4.842105263157895,6,0.85,16,0.8,0.5,6,0.3,0,0.05,0,0,0,1,0
id07611,47,76,1.6170212765957446,277,5.8936170212765955,1,0,5,22,40,5.111111111111111,12,0.851063829787234,42,0.8936170212765957,0.46808510638297873,20,0.425531914893617,0,0.02127659574468085,0,0,0,0,0
id06614,43,75,1.744186046511628,270,6.27906976744186,1,0,5,24,31,5.357142857142857,13,0.7209302325581395,38,0.8837209302325582,0.5581395348837209,14,0.32558139534883723,0,0.023255813953488372,1,0,0,0,0
id18258,16,27,1.6875,92,5.75,1,0,2,12,15,4.6875,2,0.9375,14,0.875,0.75,2,0.125,0,0.0625,1,0,0,0,0
id17930,38,58,1.5263157894736843,214,5.631578947368421,3,0,5,25,31,4.526315789473684,10,0.8157894736842105,33,0.868421052631579,0.6578947368421053,8,0.21052631578947367,0,0.07894736842105263,0,0,0,0,1
id08868,9,18,2,59,6.555555555555555,1,0,1,5,9,5.555555555555555,2,1,8,0.8888888888888888,0.5555555555555556,3,0.3333333333333333,0,0.1111111111111111,0,0,0,0,0
id19465,9,10,1.1111111111111112,44,4.888888888888889,1,0,2,7,9,3.7777777777777777,1,1,7,0.7777777777777778,0.7777777777777778,0,0,0,0.1111111111111111,2,0,0,0,0
id04911,23,35,1.5217391304347827,129,5.608695652173913,0,0,2,16,20,4.565217391304348,6,0.8695652173913043,21,0.9130434782608695,0.6956521739130435,5,0.21739130434782608,0,0,1,0,0,0,0
id24887,5,7,1.4,24,4.8,1,0,1,4,5,3.8,1,1,4,0.8,0.8,0,0,0,0.2,0,1,0,0,0
id03795,43,54,1.255813953488372,230,5.348837209302325,1,0,4,25,30,4.27906976744186,6,0.6976744186046512,39,0.9069767441860465,0.5813953488372093,14,0.32558139534883723,0,0.023255813953488372,1,0,0,0,0
id11972,11,12,1.0909090909090908,50,4.545454545454546,1,0,1,7,11,3.5454545454545454,0,1,10,0.9090909090909091,0.6363636363636364,3,0.2727272727272727,0,0.09090909090909091,0,0,0,0,0
id10150,22,36,1.6363636363636365,124,5.636363636363637,2,0,3,15,20,4.545454545454546,5,0.9090909090909091,19,0.8636363636363636,0.6818181818181818,4,0.18181818181818182,0,0.09090909090909091,0,0,0,0,0
id27139,26,33,1.2692307692307692,135,5.1923076923076925,0,0,3,17,24,4.115384615384615,2,0.9230769230769231,23,0.8846153846153846,0.6538461538461539,6,0.23076923076923078,0,0,0,0,1,0,0
id08082,21,28,1.3333333333333333,115,5.476190476190476,1,0,1,14,19,4.476190476190476,5,0.9047619047619048,20,0.9523809523809523,0.6666666666666666,6,0.2857142857142857,0,0.047619047619047616,0,0,0,0,0
id24477,20,29,1.45,118,5.9,1,0,3,14,19,4.8,3,0.95,17,0.85,0.7,3,0.15,0,0.05,0,1,0,0,0
id11421,16,22,1.375,94,5.875,1,0,2,9,14,4.8125,3,0.875,14,0.875,0.5625,5,0.3125,0,0.0625,0,0,0,0,0
